wavelength (nm),Absorbance
800.0008545,0.003051729
798.9932861,0.002903789
797.9852905,0.001531029
797.0115967,0.004839925
796.0027466,0.002865457
794.9935303,0.004579525
793.9839478,0.003316953
793.008728,0.003280253
791.998291,0.001830288
790.9873657,0.003037417
790.0111084,0.003603298
788.9993896,0.002783098
787.9874878,0.005193079
787.0100098,0.004543216
785.9971924,0.00353322
784.9839478,0.00370427
784.005249,0.001369584
782.991333,0.002694346
782.0119019,0.002703046
780.9971924,0.004206664
780.0170898,0.001150108
779.0015259,0.002414118
777.9855347,0.003330491
777.0042725,0.002559496
775.9875488,0.002305091
775.0054932,0.002167864
773.9880981,0.001376984
773.0053101,0.004016683
771.9870605,0.004405018
771.0036011,0.004729607
769.9844971,0.004242867
769.0003052,0.003146576
768.015686,0.004330392
766.9954834,0.002421953
766.0101929,0.002803132
764.9891968,0.002491383
764.0031128,0.004313921
763.0167236,0.003231717
761.9946289,0.003303754
761.0073853,0.003777535
759.9845581,0.003004912
758.9966431,0.003432391
758.0083618,0.003245017
756.984375,0.004760959
755.9954224,0.003006294
755.0060425,0.003069456
754.0163574,0.002935531
752.9909058,0.003019405
752.0004272,0.004197281
751.0096436,0.002800006
749.9830933,0.003322926
748.9915771,0.003021282
747.9996338,0.003951894
747.0073853,0.00337549
746.0148315,0.00330884
744.9863892,0.003752755
743.993103,0.002861288
742.9995117,0.003199745
742.0054321,0.004469691
741.0111084,0.004228699
740.0163574,0.003531785
738.9857788,0.003064216
737.9903564,0.003103582
736.9945679,0.003616818
735.9984741,0.004171405
735.0020142,0.00375628
734.005249,0.003083116
733.0079956,0.004174856
732.010498,0.003795317
731.0126953,0.004177678
730.0144653,0.003702808
729.0159302,0.004008636
728.0170288,0.003948707
727.0178223,0.004096036
725.9825439,0.004491033
724.982605,0.003669261
723.9822998,0.004006677
723.017395,0.004085558
722.0164795,0.003547835
721.0151978,0.003840078
720.0135498,0.003510934
719.0115356,0.004124991
718.0092773,0.003908768
717.0065918,0.004261688
716.0036621,0.003612955
715.0003052,0.004058252
713.9966431,0.003628147
712.9926147,0.003901898
711.9882813,0.003940818
710.9835815,0.00419898
710.0145264,0.004608878
709.0091553,0.003616792
708.003479,0.004133824
706.9974976,0.003765732
705.9911499,0.003829292
704.9844971,0.00495302
704.0134277,0.004396101
703.0060425,0.0040559
701.9984131,0.004186356
700.9904175,0.004407162
699.9821167,0.004077771
699.0094604,0.004252826
698.0004883,0.004269295
696.9912109,0.004393146
696.0176392,0.00397692
695.0076294,0.004632058
693.9973755,0.003931623
692.9867554,0.003746358
692.0119629,0.003745131
691.0006714,0.004717124
689.9891357,0.003823625
689.0133667,0.004093005
688.0011597,0.004135679
686.9885864,0.003820909
686.0118408,0.00499028
684.9987793,0.004862987
683.9852295,0.004353427
683.0075684,0.005142966
681.9934082,0.005276997
681.0151978,0.005139142
680.0003662,0.004387262
678.9853516,0.004806211
678.0062256,0.004344903
676.9904175,0.005249145
676.0106812,0.00453971
674.9943237,0.004644407
674.0139771,0.00493663
672.9970093,0.004644931
672.0160522,0.005513066
670.9984741,0.004427429
670.0168457,0.006031259
668.9986572,0.004262002
668.0165405,0.005678499
666.9976196,0.005362897
666.0148926,0.00677374
664.9953613,0.006766299
664.0120239,0.005612701
662.9919434,0.007019359
662.0079346,0.006650838
660.9873047,0.007226292
660.0027466,0.007909393
659.0178833,0.00737092
657.9962769,0.008216563
657.0108643,0.007957902
655.9885864,0.008279669
655.0026245,0.009546268
654.0162964,0.008812166
652.993103,0.009634102
652.0062866,0.009499011
650.9825439,0.010118473
649.9950562,0.011215128
649.0073242,0.011861332
647.982666,0.012258985
646.9943237,0.012845417
646.0057373,0.013587763
645.0167847,0.013564394
643.9909668,0.013757904
643.0014648,0.015889648
642.0117188,0.016888512
640.9849854,0.017234717
639.9946899,0.018460428
639.0039673,0.020015284
638.0131226,0.021059776
636.9852295,0.021719038
635.9937134,0.023730926
635.0020142,0.02469822
634.0099487,0.026150748
633.0176392,0.027811695
631.9882813,0.029411895
630.9954224,0.0308061
630.0022583,0.032388527
629.0087891,0.033601802
628.0151367,0.035099678
626.984314,0.038516887
625.9900513,0.039173067
624.9954834,0.040771857
624.0006104,0.042439975
623.0055542,0.044088051
622.0101929,0.045659348
621.0145264,0.047032502
619.9817505,0.047825009
618.9855347,0.049631801
617.9890137,0.050598279
616.9923096,0.051295124
615.9953003,0.052851684
614.9980469,0.053955629
