wavelength (nm),Absorbance
800.0099487,-0.028363613
799.0023193,-0.026901536
797.9943237,-0.030349264
796.9859009,-0.030650605
796.0119629,-0.027482808
795.0026855,-0.030005874
793.9931641,-0.031964663
792.9830933,-0.02796448
792.0075684,-0.028595038
790.9967041,-0.031633381
789.9855347,-0.030267136
789.0088501,-0.028884856
787.9968872,-0.027850533
786.984436,-0.028947679
786.0065918,-0.027683711
784.9934082,-0.026568802
784.0147705,-0.029480703
783.0009155,-0.031055279
781.9865112,-0.029557951
781.0068359,-0.02846317
779.9916382,-0.027135978
779.0111084,-0.029578263
777.9952393,-0.033092402
777.0139771,-0.030133989
775.9973145,-0.025746949
775.0152588,-0.030471968
773.9978638,-0.031921662
773.0151367,-0.028374186
771.9968872,-0.026824351
771.0133667,-0.030941803
769.9944458,-0.031402607
769.0101318,-0.030370602
767.9904175,-0.027456516
767.0054321,-0.030129304
765.9849243,-0.030338353
764.9991455,-0.029312812
764.0131226,-0.028541908
762.9914551,-0.028517377
762.0046387,-0.030071337
761.0175171,-0.030698605
759.994751,-0.029740443
759.0067749,-0.029041292
757.9833374,-0.027848106
756.9946289,-0.03084074
756.0056763,-0.031224329
755.0162964,-0.030276358
753.991272,-0.02906744
753.0012207,-0.029010978
752.0107422,-0.028967585
750.9845581,-0.0291222
749.9934692,-0.030465404
749.0019531,-0.029230004
748.0101318,-0.029821705
746.9824219,-0.029351089
745.9898682,-0.029876998
744.9970093,-0.02990899
744.0036621,-0.030442188
743.0100098,-0.028667159
742.0160522,-0.028722454
740.9862061,-0.028705057
739.9915161,-0.029527575
738.9963989,-0.029924503
738.0010986,-0.029391056
737.0053101,-0.028955139
736.0092163,-0.028909609
735.0127563,-0.029259432
734.0159302,-0.028664542
732.9832153,-0.029437648
731.9857178,-0.028462347
730.987854,-0.029162139
729.9897461,-0.029460143
728.9911499,-0.029588081
727.9923096,-0.029340493
726.993042,-0.028622035
725.9934692,-0.02917855
724.9935913,-0.029647417
723.9934082,-0.029608633
722.9927368,-0.029772157
721.9918213,-0.029906478
720.9905396,-0.02888534
719.9888916,-0.028114405
718.9869385,-0.02904778
717.9846802,-0.029532267
717.0178223,-0.029557079
716.0148315,-0.029227294
715.0115967,-0.030102253
714.0079346,-0.030587785
713.0039673,-0.029340396
711.9996338,-0.0294137
710.9949341,-0.02925493
709.9899292,-0.028907236
708.9846191,-0.028897645
708.0148926,-0.02968871
707.0089111,-0.029636875
706.0026245,-0.028937073
704.9959717,-0.02877154
703.9889526,-0.02981252
703.0176392,-0.028955091
702.0100098,-0.029270418
701.0020142,-0.029368509
699.9937134,-0.029835191
698.9850464,-0.029781099
698.012146,-0.029955912
697.0029297,-0.027666662
695.9932251,-0.028464625
694.9833374,-0.02876059
694.0091553,-0.02880347
692.9985352,-0.028287755
691.9876099,-0.029339718
691.0125122,-0.028883742
690.0009766,-0.028998386
688.9890747,-0.028565614
688.0130615,-0.029262142
687.0004883,-0.029013835
685.9876709,-0.029136384
685.0106201,-0.028290812
683.9971924,-0.029156474
682.9833374,-0.028735973
682.0054932,-0.028417153
680.9910278,-0.028654849
680.0125122,-0.029165141
678.9974365,-0.028685721
677.9820557,-0.028408958
677.0026245,-0.027863935
675.9865723,-0.028505983
675.0065308,-0.02870113
673.9898682,-0.027753459
673.0092163,-0.028856954
671.9919434,-0.028294982
671.0106812,-0.028447557
669.9927979,-0.028878996
669.0109253,-0.029348912
667.9924316,-0.027448643
667.0099487,-0.028723955
665.9907837,-0.027505746
665.0078125,-0.028167877
663.9879761,-0.027555699
663.0043335,-0.026891755
661.9840088,-0.02731565
660.9997559,-0.026991114
660.0153198,-0.027407961
658.9939575,-0.026945913
658.0088501,-0.026871609
656.9868774,-0.02674574
656.0012817,-0.026351595
655.0152588,-0.025794471
653.9923706,-0.024938155
653.0058594,-0.025568871
651.9824219,-0.025210444
650.9952393,-0.026199259
650.0078125,-0.026112881
648.9834595,-0.024355961
647.9954224,-0.024349205
647.0071411,-0.025077693
645.9818726,-0.024329577
644.992981,-0.022754356
644.0038452,-0.022555485
643.0143433,-0.023147557
641.987915,-0.020382714
640.9978638,-0.020664439
640.0075684,-0.020976666
639.0169678,-0.020500215
637.9893799,-0.019619036
636.9981689,-0.018690147
636.0067749,-0.017146908
635.0150146,-0.01709898
633.9862671,-0.016251162
632.9939575,-0.014398819
632.0013428,-0.013951994
631.0085449,-0.012579684
630.0153809,-0.011355015
628.9851685,-0.011554846
627.9915161,-0.011110028
626.9974976,-0.009359937
626.0032349,-0.009280482
625.008667,-0.008868584
624.0139771,-0.008580673
622.9819946,-0.008146669
621.9866333,-0.007194822
620.9910278,-0.006616786
619.9950562,-0.006526475
618.9989014,-0.006358296
618.0024414,-0.006168922
617.0056763,-0.006053348
616.008667,-0.005647575
615.0114136,-0.007046768
614.013916,-0.006189542
613.0161133,-0.006321305
612.0180664,-0.00603267
610.9827271,-0.006433289
609.9840088,-0.005914302
608.9851685,-0.006509594
607.9860229,-0.006622752
606.9866333,-0.005737609
605.9868774,-0.006779819
604.9869385,-0.007563285
603.9866943,-0.006541265
602.986145,-0.007478158
601.9854736,-0.007386244
600.984436,-0.007761868
599.9831543,-0.006266247
598.9815674,-0.007624131
598.0169067,-0.008075682
597.0147705,-0.008146669
596.0124512,-0.008021557
595.0098267,-0.008881367
594.007019,-0.009114939
593.0039063,-0.008447816
592.0005493,-0.009035286
590.9968872,-0.008229531
589.992981,-0.009035996
588.9888916,-0.009050346
587.984375,-0.009600645
587.0169678,-0.009299334
586.0119629,-0.00810922
585.0068359,-0.008410444
584.0014038,-0.008943854
582.9957275,-0.007902967
581.9897461,-0.008480158
580.9835815,-0.00835631
580.0143433,-0.007827364
579.0076904,-0.007327096
578.0006714,-0.007094597
576.9934692,-0.006143962
575.9860229,-0.007009174
575.015625,-0.006547129
574.0076294,-0.006476186
572.9993896,-0.00653846
571.9909058,-0.005901891
570.9822388,-0.00658507
570.0106201,-0.005890348
569.0014038,-0.006327071
567.9919434,-0.006273698
566.9821777,-0.006008468
566.0095825,-0.006809126
564.9993896,-0.006097815
563.9889526,-0.0060874
563.015686,-0.007128314
562.0046997,-0.006207508
560.9935913,-0.007195433
559.9821167,-0.007262593
559.0079346,-0.00724742
557.9959717,-0.008035584
556.9838257,-0.007056345
556.0089722,-0.007871548
554.9962158,-0.007486198
553.9833984,-0.007042999
553.0078125,-0.007652364
551.9944458,-0.007216616
551.0183716,-0.007473171
550.0045166,-0.007346847
548.9904175,-0.007530366
548.0136108,-0.007739847
546.9990845,-0.007530824
545.984314,-0.007420141
545.006897,-0.007894578
543.9915771,-0.007712231
543.0136719,-0.007507468
541.9979248,-0.007702719
540.9819946,-0.007046004
540.0033569,-0.007315794
538.9869995,-0.007028277
538.0078735,-0.007440448
536.9910278,-0.006622905
536.0115356,-0.006092199
534.9941406,-0.00633299
534.0142822,-0.005402569
532.9963989,-0.005198812
532.0160522,-0.004278925
530.9977417,-0.004010319
530.0169067,-0.00350784
528.99823,-0.002929141
