wavelength (nm),Absorbance
528.0169067,-0.003070431
526.9977417,-0.002094707
526.0160522,-0.001999894
524.9963989,-0.001379238
524.0142822,-0.000775627
522.9940796,-0.000655973
522.0115967,4.09e-05
520.9910278,0.000240133
520.0080566,0.001452454
518.9869995,0.001188315
518.0036011,0.002148717
516.9820557,0.002451603
515.99823,0.003025661
515.0142212,0.004072911
513.9920044,0.004566942
513.0075684,0.005874771
511.9850464,0.006093839
511.0000916,0.007353727
510.0149536,0.008106703
508.9916687,0.008458011
508.006134,0.009380229
506.9825134,0.010105755
505.996521,0.01052912
505.0103455,0.011345573
503.9860535,0.012630831
502.9994507,0.012962909
502.0126648,0.013106792
500.9876404,0.014099562
500.0004578,0.015183168
499.013092,0.016685989
497.9873657,0.016901618
496.9995728,0.017855179
496.0115662,0.018750127
494.98526,0.019606706
493.9968262,0.02055095
493.0082092,0.021505302
491.9812927,0.022065248
490.9922485,0.022761174
490.0029602,0.023453899
489.0134888,0.025026523
487.9857483,0.025053039
486.9958496,0.02610198
486.0058289,0.026722834
485.0155334,0.027195649
483.986969,0.027718231
482.9963074,0.028633399
482.0054932,0.02960423
481.0144043,0.030214241
479.9850464,0.030544436
478.9935608,0.030871242
478.0018616,0.032244608
477.0100403,0.032958616
476.0180054,0.032855354
474.9875488,0.03331206
473.9950867,0.034492187
473.0025024,0.034886494
472.0096436,0.035262428
471.0166016,0.035900634
469.9851685,0.036210366
468.9917908,0.037144694
467.99823,0.037041307
467.0043945,0.037121121
466.010376,0.037645798
465.0162354,0.037728179
463.9836426,0.03906104
462.9890442,0.038346946
461.9943237,0.039111145
460.9993896,0.039241459
460.0042419,0.039175332
459.0089417,0.039629269
458.0134277,0.039471082
457.0177612,0.039320432
455.9835205,0.039589509
454.9874573,0.039858188
453.9911804,0.039880347
452.994751,0.039259028
451.9981079,0.039334517
451.0013428,0.039557215
450.0043335,0.039710298
449.0071106,0.039637238
448.0097961,0.039050672
447.0122681,0.038249802
446.0145264,0.038799591
445.016571,0.038634181
444.0185547,0.038173791
442.981842,0.038084347
441.983429,0.037882656
440.9847107,0.037378456
439.9859314,0.036895923
438.9869385,0.036228035
437.9877319,0.036205467
436.9884033,0.035657376
435.9888611,0.034944788
434.9891357,0.035251394
433.9891968,0.034399405
432.9891968,0.034297425
431.9889221,0.032806382
430.9884644,0.032961629
429.987915,0.032823022
428.9871521,0.032166939
427.9862061,0.03120536
426.9850464,0.031009201
425.9837646,0.030026518
424.9823303,0.029091556
424.0191956,0.028723134
423.0173645,0.027892012
422.0153503,0.02745376
421.0132141,0.026158914
420.0109253,0.025715869
419.0083618,0.025304528
418.0057373,0.024602821
417.0028992,0.024719346
415.9998779,0.023536475
414.9966431,0.023023648
413.9933472,0.021798318
412.9898376,0.021296185
411.9861145,0.021187097
410.9822693,0.020521069
410.0169067,0.019947713
409.0126648,0.018505322
408.0083313,0.017479641
407.0038452,0.016541721
405.999176,0.016758168
404.9942932,0.015904848
403.9892578,0.014616971
402.9841003,0.014322205
402.017395,0.014253211
401.0119019,0.013025163
400.0062561,0.012310911
399.0003967,0.011382243
397.9944153,0.011487645
396.9882507,0.01014656
395.9819641,0.009963552
395.0141907,0.009307891
394.0075378,0.007952233
393.0007324,0.007839039
391.9937744,0.006378633
390.9866638,0.006303063
390.0181274,0.005601661
389.0107117,0.004713853
388.0031433,0.004636349
386.9953918,0.003583356
385.9874878,0.002306314
385.0181885,0.002293042
384.0100098,0.001444195
383.0016174,0.001360054
381.993103,0.00031152
380.9844055,-0.00059895
380.0143738,-0.000980127
379.0053711,-0.002084041
377.9962463,-0.002230963
376.9869385,-0.003155758
376.0163574,-0.002815222
375.0067444,-0.003533466
373.9969788,-0.004707335
372.9871216,-0.004570982
372.0158997,-0.005711756
371.0056763,-0.005656876
369.9953003,-0.007315794
368.9848022,-0.006841692
368.0130615,-0.008040158
367.0022583,-0.007535555
365.991333,-0.009097448
365.019104,-0.00927729
364.007843,-0.00964713
362.99646,-0.009921129
361.9849243,-0.010511968
361.0121155,-0.011008331
360.0003662,-0.011325761
358.9883423,-0.01158368
358.0151672,-0.011938014
357.0028687,-0.012786695
355.990509,-0.013329672
355.0168762,-0.013396442
354.0041809,-0.014481499
352.9913635,-0.014494218
352.017334,-0.014829925
351.0042114,-0.015591173
