wavelength (nm),Absorbance
800.0008545,0.043874875
798.9932861,0.0426348
797.9852905,0.042404611
797.0115967,0.044146705
796.0027466,0.044254232
794.9935303,0.04512284
793.9839478,0.044097304
793.008728,0.045539483
791.998291,0.044143409
790.9873657,0.045282695
790.0111084,0.044717357
788.9993896,0.046570797
787.9874878,0.046335258
787.0100098,0.046462171
785.9971924,0.046307266
784.9839478,0.046522185
784.005249,0.044473704
782.991333,0.046002451
782.0119019,0.046411242
780.9971924,0.046629064
780.0170898,0.046458311
779.0015259,0.045089036
777.9855347,0.047647171
777.0042725,0.047390521
775.9875488,0.045974366
775.0054932,0.046508469
773.9880981,0.047615249
773.0053101,0.048545897
771.9870605,0.048461262
771.0036011,0.048491653
769.9844971,0.049441788
769.0003052,0.048636224
768.015686,0.048241418
766.9954834,0.04828085
766.0101929,0.048309028
764.9891968,0.049007129
764.0031128,0.049861554
763.0167236,0.051109362
761.9946289,0.050030656
761.0073853,0.049955986
759.9845581,0.050698109
758.9966431,0.050627306
758.0083618,0.049855947
756.984375,0.051614255
755.9954224,0.050927058
755.0060425,0.050447591
754.0163574,0.051817179
752.9909058,0.051674169
752.0004272,0.051076226
751.0096436,0.051805511
749.9830933,0.052610848
748.9915771,0.052458115
747.9996338,0.053649094
747.0073853,0.052336033
746.0148315,0.053322989
744.9863892,0.053523779
743.993103,0.053391334
742.9995117,0.053374033
742.0054321,0.054606453
741.0111084,0.054862674
740.0163574,0.055220302
738.9857788,0.054464579
737.9903564,0.054926854
736.9945679,0.055460915
735.9984741,0.056146286
735.0020142,0.056513906
734.005249,0.055644806
733.0079956,0.05742339
732.010498,0.057654761
731.0126953,0.058220603
730.0144653,0.058249995
729.0159302,0.057690177
728.0170288,0.059137587
727.0178223,0.05863617
725.9825439,0.059781108
724.982605,0.059120324
723.9822998,0.059778288
723.017395,0.060341727
722.0164795,0.060631715
721.0151978,0.060732983
720.0135498,0.06070473
719.0115356,0.061266784
718.0092773,0.06147182
717.0065918,0.061353531
716.0036621,0.062088348
715.0003052,0.06202307
713.9966431,0.062178906
712.9926147,0.063012891
711.9882813,0.063664787
710.9835815,0.062945016
710.0145264,0.064077951
709.0091553,0.06404528
708.003479,0.064097457
706.9974976,0.063793391
705.9911499,0.065711118
704.9844971,0.066052027
704.0134277,0.066190474
703.0060425,0.066114716
