wavelength (nm),Absorbance
800.0099487,-0.029214805
799.0023193,-0.026500568
797.9943237,-0.029698623
796.9859009,-0.031599108
796.0119629,-0.02819398
795.0026855,-0.029881492
793.9931641,-0.033049654
792.9830933,-0.025554715
792.0075684,-0.029520174
790.9967041,-0.032962132
789.9855347,-0.029365752
789.0088501,-0.027659424
787.9968872,-0.028229106
786.984436,-0.029181018
786.0065918,-0.027963314
784.9934082,-0.027455641
784.0147705,-0.0296317
783.0009155,-0.030776117
781.9865112,-0.030705068
781.0068359,-0.028251665
779.9916382,-0.028445957
779.0111084,-0.028598575
777.9952393,-0.030980034
777.0139771,-0.027718246
775.9973145,-0.027834266
775.0152588,-0.030882258
773.9978638,-0.031963028
773.0151367,-0.028159095
771.9968872,-0.027802363
771.0133667,-0.031825781
769.9944458,-0.029805899
769.0101318,-0.030634249
767.9904175,-0.027973995
767.0054321,-0.030257816
765.9849243,-0.03111721
764.9991455,-0.028992623
764.0131226,-0.028882483
762.9914551,-0.028632408
762.0046387,-0.029963838
761.0175171,-0.029817257
759.994751,-0.029670868
759.0067749,-0.027839415
757.9833374,-0.028362256
756.9946289,-0.029036062
756.0056763,-0.030078148
755.0162964,-0.030237101
753.991272,-0.029333089
753.0012207,-0.028522758
752.0107422,-0.028341789
750.9845581,-0.029475236
749.9934692,-0.031022407
749.0019531,-0.02940291
748.0101318,-0.028771056
746.9824219,-0.029170901
745.9898682,-0.030170117
744.9970093,-0.029134788
744.0036621,-0.030388124
743.0100098,-0.028594552
742.0160522,-0.028288774
740.9862061,-0.029413797
739.9915161,-0.029349154
738.9963989,-0.030637868
738.0010986,-0.030337194
737.0053101,-0.029058144
736.0092163,-0.028537447
735.0127563,-0.029119197
734.0159302,-0.029257882
732.9832153,-0.030196438
731.9857178,-0.029086517
730.987854,-0.029860323
729.9897461,-0.029526027
728.9911499,-0.029062985
727.9923096,-0.029384911
726.993042,-0.029248541
725.9934692,-0.028987296
724.9935913,-0.029174725
723.9934082,-0.029200478
722.9927368,-0.030726388
721.9918213,-0.029161703
720.9905396,-0.028477717
719.9888916,-0.028383352
718.9869385,-0.02923833
717.9846802,-0.028769214
717.0178223,-0.029441131
716.0148315,-0.029546391
715.0115967,-0.029662842
714.0079346,-0.029752819
713.0039673,-0.029469287
711.9996338,-0.02915512
710.9949341,-0.028957415
709.9899292,-0.028673798
708.9846191,-0.028986279
708.0148926,-0.029045312
707.0089111,-0.029128155
706.0026245,-0.029595094
704.9959717,-0.029181261
703.9889526,-0.029193265
703.0176392,-0.028687464
702.0100098,-0.028941577
701.0020142,-0.029391589
699.9937134,-0.029506776
698.9850464,-0.029826103
698.012146,-0.029485686
697.0029297,-0.028511025
695.9932251,-0.029488927
694.9833374,-0.029345235
694.0091553,-0.028487559
692.9985352,-0.028692601
691.9876099,-0.029183777
691.0125122,-0.028652182
690.0009766,-0.029089905
688.9890747,-0.028815096
688.0130615,-0.028569927
687.0004883,-0.029267224
685.9876709,-0.028313851
685.0106201,-0.028530369
683.9971924,-0.028479366
682.9833374,-0.028081551
682.0054932,-0.028337326
680.9910278,-0.029019307
680.0125122,-0.028501086
678.9974365,-0.028552815
677.9820557,-0.028353818
677.0026245,-0.029017612
675.9865723,-0.027686723
675.0065308,-0.028492456
673.9898682,-0.027565464
673.0092163,-0.027954431
671.9919434,-0.028291976
671.0106812,-0.027689638
669.9927979,-0.028514806
669.0109253,-0.027958363
667.9924316,-0.027084274
667.0099487,-0.028532162
665.9907837,-0.027081646
665.0078125,-0.027376173
663.9879761,-0.026725927
663.0043335,-0.026786385
661.9840088,-0.027119683
660.9997559,-0.026936669
