wavelength (nm),Absorbance
660.0153198,-0.02682586
658.9939575,-0.026635904
658.0088501,-0.026124679
656.9868774,-0.025177516
656.0012817,-0.025207367
655.0152588,-0.024540164
653.9923706,-0.02382043
653.0058594,-0.023446184
651.9824219,-0.022452796
650.9952393,-0.02280928
650.0078125,-0.021443972
648.9834595,-0.021557691
647.9954224,-0.020528216
647.0071411,-0.020963248
645.9818726,-0.019540992
644.992981,-0.018051241
644.0038452,-0.01674176
643.0143433,-0.016446261
641.987915,-0.014150684
640.9978638,-0.013240646
640.0075684,-0.012289643
639.0169678,-0.011785069
637.9893799,-0.008925545
636.9981689,-0.008047426
636.0067749,-0.005865168
635.0150146,-0.006238997
633.9862671,-0.003382206
632.9939575,-0.001760762
632.0013428,0.000203719
631.0085449,0.001627546
630.0153809,0.00347307
628.9851685,0.004431979
627.9915161,0.004778991
626.9974976,0.006481383
626.0032349,0.008628055
625.008667,0.009099858
624.0139771,0.009663931
622.9819946,0.011213959
621.9866333,0.012028509
620.9910278,0.013028763
619.9950562,0.013109274
618.9989014,0.013775111
618.0024414,0.013884517
617.0056763,0.013638753
616.008667,0.013409813
615.0114136,0.013755552
614.013916,0.014024749
613.0161133,0.013043595
612.0180664,0.013434429
610.9827271,0.012787161
609.9840088,0.013007371
608.9851685,0.011950115
607.9860229,0.011307232
606.9866333,0.011233457
605.9868774,0.010435695
604.9869385,0.009928934
603.9866943,0.010482471
602.986145,0.008852135
601.9854736,0.008485198
600.984436,0.008044281
599.9831543,0.008562389
598.9815674,0.007877628
598.0169067,0.00675594
597.0147705,0.006689085
596.0124512,0.00629655
595.0098267,0.006743557
594.007019,0.005958926
593.0039063,0.005771246
592.0005493,0.006327963
590.9968872,0.006761146
589.992981,0.006402932
588.9888916,0.006809184
587.984375,0.006833797
587.0169678,0.006278244
586.0119629,0.008401925
585.0068359,0.007635291
584.0014038,0.007671544
582.9957275,0.008306688
581.9897461,0.008623037
580.9835815,0.00858866
580.0143433,0.009165578
579.0076904,0.010179604
578.0006714,0.010379167
576.9934692,0.011147743
575.9860229,0.010984833
575.015625,0.01157239
574.0076294,0.011931516
572.9993896,0.011770733
571.9909058,0.013422815
570.9822388,0.012709989
570.0106201,0.013723865
569.0014038,0.012813129
567.9919434,0.013660817
566.9821777,0.013865729
566.0095825,0.013732628
564.9993896,0.014345187
563.9889526,0.014024509
563.015686,0.013571178
562.0046997,0.015115753
560.9935913,0.013976548
559.9821167,0.01409662
559.0079346,0.014923137
557.9959717,0.013920012
556.9838257,0.014094134
556.0089722,0.014620532
554.9962158,0.014779454
553.9833984,0.015565093
553.0078125,0.01565917
551.9944458,0.015916688
551.0183716,0.016021775
550.0045166,0.017299768
548.9904175,0.0179323
548.0136108,0.018257819
546.9990845,0.0193517
545.984314,0.020045022
545.006897,0.021310266
543.9915771,0.022219155
543.0136719,0.023624616
541.9979248,0.024473043
540.9819946,0.026354874
540.0033569,0.027731696
538.9869995,0.029209098
538.0078735,0.030602872
536.9910278,0.03277171
536.0115356,0.034712441
534.9941406,0.036528371
534.0142822,0.039073981
532.9963989,0.041039646
532.0160522,0.043236978
530.9977417,0.045924153
530.0169067,0.048756801
528.99823,0.051261682
528.0169067,0.053353604
526.9977417,0.05673733
526.0160522,0.059616301
524.9963989,0.062095307
524.0142822,0.06557174
522.9940796,0.068102211
522.0115967,0.071827784
520.9910278,0.075381845
520.0080566,0.079365745
518.9869995,0.08169122
518.0036011,0.08559566
516.9820557,0.0894759
515.99823,0.093297318
515.0142212,0.096917935
513.9920044,0.100927293
513.0075684,0.105215251
511.9850464,0.10862039
511.0000916,0.113064542
510.0149536,0.117114827
508.9916687,0.121242568
508.006134,0.125583887
506.9825134,0.129408598
505.996521,0.133763403
505.0103455,0.138049692
503.9860535,0.142980531
502.9994507,0.147727609
502.0126648,0.151575893
500.9876404,0.156484291
500.0004578,0.161538512
499.013092,0.166422203
497.9873657,0.17082344
496.9995728,0.175939575
496.0115662,0.179674715
494.98526,0.184407577
493.9968262,0.189871535
493.0082092,0.194989637
491.9812927,0.199524865
490.9922485,0.202455744
490.0029602,0.2070999
489.0134888,0.212784365
487.9857483,0.217030093
486.9958496,0.220742479
486.0058289,0.224710822
485.0155334,0.229198635
483.986969,0.233149797
482.9963074,0.23626332
482.0054932,0.240682468
481.0144043,0.244662464
479.9850464,0.248111621
478.9935608,0.25197795
478.0018616,0.255785048
477.0100403,0.259751886
476.0180054,0.262820631
474.9875488,0.26579082
473.9950867,0.268673271
473.0025024,0.27208072
472.0096436,0.27477631
471.0166016,0.277744085
469.9851685,0.280014992
468.9917908,0.282851726
467.99823,0.285183966
467.0043945,0.28695333
466.010376,0.289088756
465.0162354,0.291238219
463.9836426,0.293640554
462.9890442,0.294968426
461.9943237,0.295646191
460.9993896,0.297753125
460.0042419,0.298895568
459.0089417,0.299496889
458.0134277,0.300519556
457.0177612,0.301699132
455.9835205,0.302421719
454.9874573,0.302511543
453.9911804,0.303875834
452.994751,0.303561807
451.9981079,0.303366631
451.0013428,0.303815812
450.0043335,0.303585857
449.0071106,0.302797347
448.0097961,0.302536637
447.0122681,0.301674336
446.0145264,0.301443249
445.016571,0.3005898
444.0185547,0.299083084
442.981842,0.298634499
441.983429,0.297700852
440.9847107,0.296081573
439.9859314,0.294376284
438.9869385,0.293109536
437.9877319,0.290954113
436.9884033,0.289934188
435.9888611,0.287861824
434.9891357,0.286480039
433.9891968,0.283665359
432.9891968,0.281553358
431.9889221,0.279251546
430.9884644,0.276957989
429.987915,0.275245428
428.9871521,0.272669524
427.9862061,0.269905657
426.9850464,0.267468572
425.9837646,0.264603496
424.9823303,0.262196094
424.0191956,0.259683579
423.0173645,0.256965876
422.0153503,0.25342539
421.0132141,0.250875264
420.0109253,0.247702435
419.0083618,0.245314628
418.0057373,0.241529107
417.0028992,0.238918483
415.9998779,0.236002728
414.9966431,0.233091265
413.9933472,0.22925736
412.9898376,0.226158917
411.9861145,0.2226758
410.9822693,0.220182896
410.0169067,0.21683225
409.0126648,0.213921592
408.0083313,0.209977597
407.0038452,0.20638366
405.999176,0.203115523
404.9942932,0.200566769
403.9892578,0.196736798
402.9841003,0.194207326
402.017395,0.190606237
401.0119019,0.187740877
400.0062561,0.183851048
399.0003967,0.181483805
397.9944153,0.177692428
396.9882507,0.174478337
395.9819641,0.171804249
395.0141907,0.168427914
394.0075378,0.165179312
393.0007324,0.162076742
391.9937744,0.158692822
390.9866638,0.156222791
390.0181274,0.152420938
389.0107117,0.149961919
388.0031433,0.146263152
386.9953918,0.143430352
385.9874878,0.140348017
385.0181885,0.138170257
384.0100098,0.1350528
383.0016174,0.132627219
381.993103,0.129195198
380.9844055,0.126337871
380.0143738,0.123768888
379.0053711,0.12116646
377.9962463,0.118058533
376.9869385,0.11519143
376.0163574,0.114407547
375.0067444,0.110900499
373.9969788,0.107900702
372.9871216,0.10582605
372.0158997,0.103147119
371.0056763,0.101240963
369.9953003,0.098459259
368.9848022,0.096918844
368.0130615,0.094356857
367.0022583,0.091889814
365.991333,0.088561647
365.019104,0.086451374
364.007843,0.084857866
362.99646,0.08283598
361.9849243,0.081125155
361.0121155,0.079684116
360.0003662,0.076762497
358.9883423,0.075783968
358.0151672,0.073461652
357.0028687,0.071534194
355.990509,0.06885498
355.0168762,0.067496866
354.0041809,0.065451249
352.9913635,0.064755611
352.017334,0.063126415
351.0042114,0.060778506
